mes_referencia,loja,faturamento_liquido_mensal,FAT_BRUTO_POS_MES,TOTAL_DESCONTOS_POS,TOTAL_REG_NEG_VALOR,QTD_TRANSACOES,QTD_REG_NEG,QTD_ALTO_VALOR,QTD_INCONSIST_FINANCEIRA,TICKET_MEDIO_POS,TICKET_MEDIano_POS,TAXA_REG_NEG_PCT,TAXA_DESCONTO_PCT,PCT_QTD_REG_NEG,PCT_QTD_ALTO_VALOR,PCT_INCONSIST_FINANCEIRA
2022-10-01,LOJA_007,18552288.3121,21120882.691899996,1090132.79,-1285207.1897999996,66029,3598,820,790,317.7507248306129,249.99,6.08500699780358,5.161397872912166,5.44912084084266,1.241878568507777,1.1964439867331025
2022-11-01,LOJA_007,17898698.881,20697761.950599995,1333908.51,-1257929.1695999997,67937,3459,640,683,297.1033228481032,209.994,6.077609611137373,6.444699253879148,5.09148181403359,0.9420492515124308,1.005343185598422
2022-12-01,LOJA_007,36106810.3905,40895822.37039999,1257856.41,-2992055.0499,154499,10152,793,2365,270.86718421858444,199.9,7.316285323230525,3.0757577109157848,6.570916316610463,0.5132719305626574,1.5307542443640412
2023-01-01,LOJA_007,19500411.6334,23175348.9835,1048956.86,-2233399.7801,76598,7420,523,1695,314.1723006374859,229.99,9.63696288539214,4.526175035149714,9.686936995744016,0.6827854513172668,2.2128515104833024
2023-02-01,LOJA_007,15950578.0615,18492765.3918,1405392.26,-988186.2403,54460,2721,440,482,327.3887068130423,249.9,5.343636927001618,7.599686851719724,4.996327579875138,0.8079324274697026,0.8850532500918105
2023-03-01,LOJA_007,16230110.112,18408999.1222,800798.9,-1204278.4202,52720,3008,548,500,350.7078478476021,249.99,6.541791936682328,4.350040405153212,5.705614567526555,1.039453717754173,0.9484066767830044
2023-04-01,LOJA_007,14052845.3296,16246349.2396,633633.85,-1361267.0199999998,44145,3204,438,573,376.4957463081018,299.99,8.378910239612178,3.900161449536836,7.2579001019368,0.9921848453958544,1.2979952429493715
2023-05-01,LOJA_007,10070348.7766,12934138.7866,639146.65,-1896665.88,37085,4406,416,996,366.19892458765565,299.99,14.66402913478074,4.941547794911305,11.880814345422678,1.1217473371983282,2.68572199002292
2023-06-01,LOJA_007,22370212.9472,26520026.425499994,1920573.62,-1952160.0883,73046,4588,752,878,355.28898062315574,299.9,7.361078970958057,7.2419747596981905,6.280973633053144,1.0294882676669497,1.2019823125154012
2023-07-01,LOJA_007,23200855.821,28048500.601,2967293.04,-1675895.5899999996,79587,4042,517,822,329.349442111395,249.99,5.974991725369625,10.579150316128514,5.078718886250267,0.6496035784738714,1.0328319951750915
2023-08-01,LOJA_007,21944616.2808,25486429.081099994,1492311.59,-1891912.7203,76846,4758,396,599,330.6771128280894,249.99,7.423216152721011,5.855318472632384,6.19160398719517,0.5153163469796735,0.7794810400020822
2023-09-01,LOJA_007,18007230.337,20364989.457,788268.4800000001,-1408351.7299999995,57425,3485,434,622,359.9811266709928,299.99,6.915553445159831,3.870704090784839,6.0687853722246405,0.7557683935568132,1.0831519373095342
2022-01-01,LOJA_008,19786798.07,32338646.94,5997893.89,-5363209.989999999,107734,16657,279,29719,276.20677678326285,233.1,16.584521918776357,18.547139282383345,15.461228581506305,0.2589711697328605,27.585534742978076
2022-02-01,LOJA_008,19930847.05,30592224.78,6226831.48,-2757083.12,90264,8226,357,36832,276.5674009557012,229.0,9.012365526950736,20.354294350212992,9.113267747939378,0.3955065142249402,40.80475050961624
2022-03-01,LOJA_008,23567043.2,35223750.97,7049562.73,-2854811.49,97804,8308,515,37832,295.27233876825767,239.09,8.104791259827602,20.01366275841576,8.494540100609383,0.5265633307431189,38.681444521696456
2022-04-01,LOJA_008,27045405.27,39680241.12,7334728.18,-3128602.16,102802,8159,813,38271,318.91694072758787,268.2,7.884534145189691,18.484585710602158,7.936616019143597,0.7908406451236357,37.22787494406724
2022-05-01,LOJA_008,30425506.51,43420287.78,7063018.26,-3840686.92,104499,9512,1164,36723,360.7917181363517,298.0,8.845374170387407,16.266631616507446,9.102479449564113,1.1138862572847583,35.14196308098642
2022-06-01,LOJA_008,32235429.5,46441529.440000005,7347860.2,-4158359.33,111187,9715,1208,40986,358.69378516094696,298.0,8.953967236097123,15.821744650966,8.737532265462688,1.0864579492206825,36.8622231016216
2022-07-01,LOJA_008,33995722.92,52467263.17999999,12192631.14,-3280208.88,136691,9266,619,60791,292.644860884311,249.0,6.251915349094069,23.238549909055887,6.778793044165307,0.4528462005545354,44.47330109517086
2022-08-01,LOJA_008,36489554.55,55619218.68999998,10848932.21,-5159239.41,146669,14152,710,57497,314.3779737318841,260.1,9.27600123035817,19.50572565657161,9.648937403268585,0.4840832077671491,39.2018763337856
2022-09-01,LOJA_008,28007402.68,42151531.07,8767733.5,-3698611.73,107886,9850,580,35967,323.4614461186889,263.5,8.774560819292203,20.800510153331427,9.130007600615464,0.5376045084626365,33.33796785495801
2022-10-01,LOJA_008,25881990.62,36629864.99999999,5681301.3100000005,-3299754.62,94538,8406,539,35497,338.87734999361305,285.0,9.008372321328514,15.510025248523307,8.89166261185978,0.5701411072796124,37.54786435084305
2022-11-01,LOJA_008,28500248.99,40651716.97,6711813.1,-2886556.6,104081,7435,568,50690,324.7907694775293,268.79,7.100700327443022,16.510527968482016,7.143474793670314,0.5457288073711821,48.70245289726271
2022-12-01,LOJA_008,70868098.17,97191204.28,10169241.63,-10400487.99,268600,26533,564,96141,335.75539527447154,288.54,10.701058873637407,10.463129565411329,9.878257632166791,0.2099776619508562,35.7933730454207
2023-01-01,LOJA_008,27102870.48,42979289.04000001,6684723.260000001,-6781399.290000001,119315,17394,543,42976,332.5149384218325,279.0,15.778295643021648,15.553359325647886,14.57821732389054,0.455097850228387,36.018941457486484
2023-02-01,LOJA_008,24407577.26,38730703.72,8947997.18,-3037063.07,96989,8247,458,43314,309.29114353010124,260.1,7.84148692973968,23.10311024733428,8.503026116363712,0.4722184990050418,44.658672632979
2023-03-01,LOJA_008,27430676.93,41031672.01,7913858.739999999,-3342547.06,94128,8214,1055,40064,358.2322385714119,289.0,8.14626091567844,19.287195359894863,8.726415094339622,1.120814210436852,42.56331803501615
2023-04-01,LOJA_008,29426189.13,43102050.16,8039045.319999998,-3144798.63,91346,7277,1594,38553,387.4961365772411,298.0,7.296169482254622,18.651190117774195,7.966413417117334,1.7450134652858365,42.20546055656515
2023-05-01,LOJA_008,32540106.04,47020929.47,7966933.63,-3762257.06,93107,7719,2286,39444,425.1808142326747,328.0,8.001239240496878,16.94337759759303,8.2904615120238,2.455239670486644,42.36416166346247
2023-06-01,LOJA_008,35396606.54,52289088.09,9166030.84,-4317685.58,102550,8708,2563,42908,423.2444035680411,326.52,8.257335780207905,17.529528960657,8.491467576791809,2.4992686494392977,41.84105314480741
2023-07-01,LOJA_008,34091938.58,54144468.21000001,12741336.7,-3707190.01,108302,8020,1981,49775,376.9584198296667,298.0,6.846849055053263,23.53211162880493,7.40521874018947,1.829144429465753,45.95944673228565
2023-08-01,LOJA_008,35966496.04,57589585.70999999,12988955.56,-4953113.04,117456,11326,1746,50434,385.5975224274406,309.0,8.600709622989925,22.554347977788225,9.64275984198338,1.486514098896608,42.9386323389184
2023-09-01,LOJA_008,27170847.66,42874367.57000001,9979938.11,-3503136.83,86046,7557,1453,35893,390.860935421392,298.0,8.170702050078075,23.27716693128121,8.782511679799178,1.6886316621342077,41.71373451409711
