mes_referencia,loja,faturamento_liquido_mensal,FAT_BRUTO_POS_MES,TOTAL_DESCONTOS_POS,TOTAL_REG_NEG_VALOR,QTD_TRANSACOES,QTD_REG_NEG,QTD_ALTO_VALOR,QTD_INCONSIST_FINANCEIRA,TICKET_MEDIO_POS,TICKET_MEDIano_POS,TAXA_REG_NEG_PCT,TAXA_DESCONTO_PCT,PCT_QTD_REG_NEG,PCT_QTD_ALTO_VALOR,PCT_INCONSIST_FINANCEIRA,ano,mes,trimestre,indice_tempo,lag_1_mes,lag_2_meses,lag_3_meses,media_movel_3m,taxa_crescimento,mes_seno,mes_cosseno
2023-07-01,CASTING_DB092,5639469.76,6869555.09,957594.8999999999,-272490.42999999993,54728,981,479,981,109.99609634026085,19.99,3.9666386895515813,13.939693145396989,1.7925010963309458,0.8752375383715831,1.7925010963309458,2023,7,3,19,4414825.43,4265863.72,4317262.07,4332650.406666666,27.73936024011714,-0.4999999999999997,-0.8660254037844388
2023-08-01,CASTING_DB092,4041340.42,4515980.969999999,149418.76,-325221.7899999999,35101,1058,770,1058,128.26608142643124,29.99,7.2015757409181465,3.308666732490683,3.01415914076522,2.1936696960200566,3.01415914076522,2023,8,3,20,5639469.76,4414825.43,4265863.72,4773386.303333333,-28.338290797041175,-0.8660254037844385,-0.5000000000000004
2023-09-01,CASTING_DB092,4733006.89,5192460.399999999,174174.44,-285279.06999999995,44497,995,888,995,115.35759183485814,19.99,5.494101986796085,3.3543720429721526,2.2361058048857227,1.9956401555161023,2.2361058048857227,2023,9,3,21,4041340.42,5639469.76,4414825.43,4698545.203333332,17.114778714929436,-1.0,-1.8369701987210297e-16
2022-01-01,CASTING_DB101,4467911.76,8403518.9,3643344.1,-292263.04,9901,445,95,0,503.4025803722505,344.0,3.477864969161906,43.354981923108426,4.494495505504494,0.9594990405009595,0.0,2022,1,1,1,,,,,,0.49999999999999994,0.8660254037844387
2022-02-01,CASTING_DB101,4398800.29,8259288.33,3505955.0700000003,-354532.97,9413,496,115,0,533.064176292475,341.0,4.292536545942331,42.44863394907053,5.2693084032720705,1.2217146499521938,0.0,2022,2,1,2,4467911.76,,,4467911.76,-1.546840531156768,0.8660254037844386,0.5000000000000001
2022-03-01,CASTING_DB101,4619389.65,8580060.19,3618798.02,-341872.51999999996,9264,481,125,0,564.8710201525674,370.4,3.984500253255216,42.17683722332955,5.192141623488774,1.3493091537132988,0.0,2022,3,1,3,4398800.29,4467911.76,,4433356.025,5.014761877266327,1.0,6.123233995736766e-17
2022-04-01,CASTING_DB101,4413858.52,8241106.9,3454583.94,-372665.44,8989,449,127,1,560.4828992974237,349.0,4.52203137906147,41.91893130278409,4.994993881410613,1.4128379130047837,0.01112470797641562,2022,4,2,4,4619389.65,4398800.29,4467911.76,4495367.233333333,-4.4493135581234355,0.8660254037844387,-0.4999999999999998
2022-05-01,CASTING_DB101,4882373.59,9475903.569999998,4117279.21,-476250.77,9908,617,170,0,576.7543170810462,372.0,5.025914061723616,43.4499905954615,6.227291077916835,1.7157852240613645,0.0,2022,5,2,5,4413858.52,4619389.65,4398800.29,4477349.486666667,10.614637235812442,0.49999999999999994,-0.8660254037844387
2022-06-01,CASTING_DB101,4153858.39,8197987.15,3643752.21,-400376.55,8931,531,103,0,542.1708261904761,337.0,4.883839687404243,44.44691292300939,5.945582801477998,1.153286306124734,0.0,2022,6,2,6,4882373.59,4413858.52,4619389.65,4638540.586666667,-14.921332556200396,1.2246467991473532e-16,-1.0
2022-07-01,CASTING_DB101,4799758.1,9851485.209999999,4468976.5,-582750.6099999999,11240,836,54,0,517.3499336793542,368.0,5.9153579138348,45.36347976712844,7.437722419928826,0.4804270462633452,0.0,2022,7,3,7,4153858.39,4882373.59,4413858.52,4483363.499999999,15.549391658486456,-0.4999999999999997,-0.8660254037844388
2022-08-01,CASTING_DB101,4977060.75,11364768.86,5205876.42,-1181831.69,12621,1454,104,0,551.5261431002059,395.0,10.39908250276548,45.80714737035136,11.520481736787893,0.8240234529752,0.0,2022,8,3,8,4799758.1,4153858.39,4882373.59,4611996.693333333,3.693991370106775,-0.8660254037844385,-0.5000000000000004
2022-09-01,CASTING_DB101,4303165.44,8425866.85,3710681.33,-412020.08,9671,630,54,0,521.5336268111934,360.65,4.889942926169074,44.03916411282953,6.514321166373695,0.5583703856891737,0.0,2022,9,3,9,4977060.75,4799758.1,4153858.39,4643559.079999999,-13.540025807400468,-1.0,-1.8369701987210297e-16
2022-10-01,CASTING_DB101,4457015.11,8699321.409999998,3829936.3499999996,-412369.95,9768,611,67,0,531.7664147646609,369.0,4.7402542171389905,44.02569084983377,6.255118755118755,0.685913185913186,0.0,2022,10,4,10,4303165.44,4977060.75,4799758.1,4693328.096666667,3.5752673734059437,-0.8660254037844386,0.5000000000000001
2022-11-01,CASTING_DB101,5883011.99,13609315.59,7300405.39,-425898.21,14264,708,61,0,465.3961493065802,320.0,3.1294608989223973,53.64270775941349,4.9635445877734155,0.4276500280426248,0.0,2022,11,4,11,4457015.11,4303165.44,4977060.75,4579080.433333334,31.994436743114374,-0.5000000000000004,0.8660254037844384
2022-12-01,CASTING_DB101,5359546.14,10242502.76,4391792.14,-491164.48,11923,695,70,0,521.082171357321,360.845,4.7953560912684585,42.87811527033457,5.829069864966871,0.5871005619391092,0.0,2022,12,4,12,5883011.99,4457015.11,4303165.44,4881064.180000001,-8.897922541884885,-2.4492935982947064e-16,1.0
2023-01-01,CASTING_DB101,5471567.17,10781970.629999999,4814752.07,-495651.39,12125,705,67,0,522.5235166374781,350.0,4.597038955206281,44.65558509873256,5.814432989690721,0.5525773195876289,0.0,2023,1,1,13,5359546.14,5883011.99,4457015.11,5233191.080000001,2.0901215713762022,0.49999999999999994,0.8660254037844387
2023-02-01,CASTING_DB101,4944178.09,9613725.08,4297128.1,-372418.89,10855,574,44,0,517.128390234413,350.0,3.8738250459727106,44.69784671645717,5.287885766927683,0.4053431598341778,0.0,2023,2,1,14,5471567.17,5359546.14,5883011.99,5571375.100000001,-9.63872074698482,0.8660254037844386,0.5000000000000001
2023-03-01,CASTING_DB101,5322784.89,10450172.71,4623619.5600000005,-503769.26,11110,685,87,1,558.9020767386091,378.83,4.820678796226326,44.24443201379396,6.165616561656165,0.7830783078307831,0.009000900090009001,2023,3,1,15,4944178.09,5471567.17,5359546.14,5258430.466666666,7.657628691930873,1.0,6.123233995736766e-17
2023-04-01,CASTING_DB101,4657360.13,9424474.8,4329281.01,-437833.66,9225,554,92,0,587.6131691846384,399.5,4.645708851595634,45.93657579730596,6.005420054200542,0.997289972899729,0.0,2023,4,2,16,5322784.89,4944178.09,5471567.17,5246176.716666666,-12.501440012166254,0.8660254037844387,-0.4999999999999998
2023-05-01,CASTING_DB101,5125333.19,10726854.239999998,5002376.71,-599144.34,10618,818,91,0,584.1303602040815,412.63,5.58546174484049,46.63414453182689,7.703899039367112,0.8570352232058768,0.0,2023,5,2,17,4657360.13,5322784.89,4944178.09,4974774.37,10.048032510640326,0.49999999999999994,-0.8660254037844387
2023-06-01,CASTING_DB101,4575867.84,9731274.08,4577361.390000001,-578044.8500000001,10028,776,46,0,557.0593050151319,390.855,5.9400736763546185,47.037637131272746,7.738332668528121,0.45871559633027525,0.0,2023,6,2,18,5125333.19,4657360.13,5322784.89,5035159.403333333,-10.72057814840327,1.2246467991473532e-16,-1.0
2023-07-01,CASTING_DB101,5461002.43,11090023.16,5169767.26,-459253.47,11211,675,78,0,561.9073557327259,399.5,4.141140765660944,46.616379293476605,6.020872357506021,0.6957452502006957,0.0,2023,7,3,19,4575867.84,5125333.19,4657360.13,4786187.053333334,19.34353484299931,-0.4999999999999997,-0.8660254037844388
2023-08-01,CASTING_DB101,5930993.83,12388160.190000001,5846313.38,-610852.98,11957,869,218,0,589.9933991702742,360.0,4.930941888312795,47.19274928910973,7.267709291628336,1.8231997992807563,0.0,2023,8,3,20,5461002.43,4575867.84,5125333.19,5054067.82,8.606321019344442,-0.8660254037844385,-0.5000000000000004
2023-09-01,CASTING_DB101,5061330.64,10387333.89,4784417.47,-541585.78,10442,731,224,0,576.9659581917413,343.5,5.213905567446816,46.06011052177701,7.000574602566558,2.1451829151503543,0.0,2023,9,3,21,5930993.83,5461002.43,4575867.84,5322621.366666666,-14.663026381870313,-1.0,-1.8369701987210297e-16
2022-01-01,CASTING_DB102,5070798.72,9572053.6,4133643.1,-367611.78,12237,516,84,0,463.98861018684414,199.0,3.8404693011748288,43.18449595810872,4.216719784260848,0.6864427555773475,0.0,2022,1,1,1,,,,,,0.49999999999999994,0.8660254037844387
2022-02-01,CASTING_DB102,5640364.56,10566453.61,4585881.71,-340207.33999999997,12830,466,99,0,483.7085004852799,199.0,3.2196927423031574,43.40038653706823,3.632112236944661,0.7716289945440374,0.0,2022,2,1,2,5070798.72,,,5070798.72,11.232270722037253,0.8660254037844386,0.5000000000000001
2022-03-01,CASTING_DB102,6009786.28,11231990.04,4704821.98,-517381.78,13485,758,116,0,512.8599088551897,219.0,4.606323351048841,41.8876972223526,5.621060437523174,0.8602150537634409,0.0,2022,3,1,3,5640364.56,5070798.72,,5355581.64,6.549607140996594,1.0,6.123233995736766e-17
2022-04-01,CASTING_DB102,5379543.17,9642466.190000001,3877491.4499999997,-385431.57,12443,542,112,0,484.4109520208386,217.0,3.9972301940734103,40.21265279645226,4.3558627340673475,0.9001044764124407,0.0,2022,4,2,4,6009786.28,5640364.56,5070798.72,5573649.853333333,-10.486947133168279,0.8660254037844387,-0.4999999999999998
2022-05-01,CASTING_DB102,5892884.64,10587176.649999999,4341224.31,-353067.7,13075,534,110,0,498.0426074475719,218.0,3.334861707441143,41.00455157702502,4.084130019120459,0.8413001912045889,0.0,2022,5,2,5,5379543.17,6009786.28,5640364.56,5676564.670000001,9.542473287745734,0.49999999999999994,-0.8660254037844387
2022-06-01,CASTING_DB102,5488711.14,10093824.0,4236636.02,-368476.83999999997,12323,521,100,0,496.28774614472127,199.0,3.6505177819625145,41.97255688230743,4.227866590927533,0.8114907084313885,0.0,2022,6,2,6,5892884.64,5379543.17,6009786.28,5760738.03,-6.858669814381435,1.2246467991473532e-16,-1.0
2022-07-01,CASTING_DB102,6033440.37,11105371.79,4585661.5600000005,-486269.86,13639,618,132,0,500.70733661009143,212.0,4.378690503976364,41.29228311049639,4.531123982696679,0.9678128895080286,0.0,2022,7,3,7,5488711.14,5892884.64,5379543.17,5587046.316666666,9.924538131186855,-0.4999999999999997,-0.8660254037844388
2022-08-01,CASTING_DB102,5949148.55,10691967.88,4328795.609999999,-414023.72,13139,579,129,0,506.6219960191082,203.5,3.8722873529620063,40.48642549794116,4.406728061496309,0.9818098789862242,0.0,2022,8,3,8,6033440.37,5488711.14,5892884.64,5805012.05,-1.3970772035656998,-0.8660254037844385,-0.5000000000000004
2022-09-01,CASTING_DB102,5315887.34,9647290.459999999,3962098.9800000004,-369304.14,12145,513,121,0,488.75442572214587,196.0,3.8280607547914554,41.069552082295246,4.223960477562783,0.9962947715109098,0.0,2022,9,3,9,5949148.55,6033440.37,5488711.14,5823766.6866666665,-10.644568792957775,-1.0,-1.8369701987210297e-16
2022-10-01,CASTING_DB102,5404166.43,10058809.559999999,4154794.22,-499848.91000000003,12382,638,130,0,502.72610183923706,210.0,4.969265070766486,41.305029141042816,5.152640930382814,1.0499111613632695,0.0,2022,10,4,10,5315887.34,5949148.55,6033440.37,5766158.753333333,1.6606651788071858,-0.8660254037844386,0.5000000000000001
2022-11-01,CASTING_DB102,6343320.9,12389345.12,5562641.09,-483383.13,13977,654,134,0,512.399912181941,219.0,3.9016035578803865,44.898588554291564,4.679115690062245,0.9587178936824784,0.0,2022,11,4,11,5404166.43,5315887.34,5949148.55,5556400.773333333,17.37834099235913,-0.5000000000000004,0.8660254037844384
2022-12-01,CASTING_DB102,6029641.19,11091357.94,4645372.37,-416344.38,14506,578,95,0,462.80769457208504,200.0,3.753772822518791,41.88280997809002,3.9845581138839097,0.6549014201020268,0.0,2022,12,4,12,6343320.9,5404166.43,5315887.34,5687791.556666666,-4.945039277454811,-2.4492935982947064e-16,1.0
2023-01-01,CASTING_DB102,6887233.98,12827515.879999999,5465386.8100000005,-474895.08999999997,14960,653,119,0,514.5823072621794,214.5,3.7021594394627244,42.60674366828381,4.364973262032086,0.7954545454545454,0.0,2023,1,1,13,6029641.19,6343320.9,5404166.43,5925709.506666667,14.222948977831296,0.49999999999999994,0.8660254037844387
2023-02-01,CASTING_DB102,5844089.49,11027125.66,4799786.039999999,-383250.13,13371,503,125,0,483.9399766863537,200.0,3.4755215621620117,43.52708210636278,3.761872709595393,0.9348590232592925,0.0,2023,2,1,14,6887233.98,6029641.19,6343320.9,6420065.356666666,-15.146058534227414,0.8660254037844386,0.5000000000000001
2023-03-01,CASTING_DB102,7089316.84,13443445.989999998,5774139.31,-579989.84,14764,727,166,0,546.3636589014747,239.0,4.314294418495298,42.95133341774969,4.924139799512328,1.1243565429422921,0.0,2023,3,1,15,5844089.49,6887233.98,6029641.19,6253654.886666668,21.30746546798685,1.0,6.123233995736766e-17
2023-04-01,CASTING_DB102,6263942.7,11899301.1,5182803.55,-452554.85,13026,554,153,0,538.5261024695318,220.0,3.803205299175092,43.55552907220744,4.253032396744972,1.174573929064947,0.0,2023,4,2,16,7089316.84,5844089.49,6887233.98,6606880.103333334,-11.642506021779099,0.8660254037844387,-0.4999999999999998
2023-05-01,CASTING_DB102,6493515.34,12285485.59,5282042.359999999,-509927.8899999999,13653,626,157,0,537.6098280494358,220.0,4.150653112279625,42.99416837295724,4.585072877755804,1.1499304182231012,0.0,2023,5,2,17,6263942.7,7089316.84,5844089.49,6399116.343333334,3.6649862713463044,0.49999999999999994,-0.8660254037844387
2023-06-01,CASTING_DB102,6398561.03,11940785.68,5048439.26,-493785.38999999996,13940,685,166,0,519.9808691059977,218.9,4.135283918771416,42.278953791590034,4.913916786226686,1.1908177905308464,0.0,2023,6,2,18,6493515.34,6263942.7,7089316.84,6615591.626666666,-1.4622943818286216,1.2246467991473532e-16,-1.0
2023-07-01,CASTING_DB102,7097542.24,13177894.639999999,5673130.369999999,-407222.02999999997,14839,544,153,0,524.9922539349424,219.0,3.0901903613944817,43.050354589874004,3.6660152301368014,1.0310667834759755,0.0,2023,7,3,19,6398561.03,6493515.34,6263942.7,6385339.69,10.924037556612953,-0.4999999999999997,-0.8660254037844388
2023-08-01,CASTING_DB102,7345922.39,13999107.06,6074223.52,-578961.1499999999,14882,657,165,0,557.1095634446397,238.9,4.135700566604567,43.3900783383251,4.4147292030641045,1.1087219459750033,0.0,2023,8,3,20,7097542.24,6398561.03,6493515.34,6663206.203333333,3.4995233786731195,-0.8660254037844385,-0.5000000000000004
2023-09-01,CASTING_DB102,6497613.54,12053636.03,5149322.6,-406699.88999999996,13979,483,147,0,511.58220435684643,218.9,3.374084707616644,42.720077055454276,3.4551827741612415,1.0515773660490735,0.0,2023,9,3,21,7345922.39,7097542.24,6398561.03,6947341.886666667,-11.548023583189526,-1.0,-1.8369701987210297e-16
2022-01-01,CASTING_DB109,12393422.857,15435671.826999996,872625.1399999999,-1808521.6799999997,62234,7144,32,1891,257.79532650208745,179.99,11.716507711938675,5.653301973378371,11.479255712311598,0.051418838576983636,3.038531992158627,2022,1,1,1,,,,,,0.49999999999999994,0.8660254037844387
2022-02-01,CASTING_DB109,12049610.4364,13972001.950299997,953538.334,-824566.8899,47489,2763,58,614,287.845488671019,179.99,5.90156580877299,6.824636422123648,5.818189475457474,0.12213354671608162,1.2929309945461054,2022,2,1,2,12393422.857,,,12393422.857,-2.7741522625915227,0.8660254037844386,0.5000000000000001
2022-03-01,CASTING_DB109,13149375.6084,14657368.585399995,441853.747,-897410.9499999998,49627,2769,244,633,299.8758925408821,199.99,6.122592501998611,3.0145502886522517,5.57962399500272,0.49166784210208153,1.2755153444697445,2022,3,1,3,12049610.4364,12393422.857,,12221516.6467,9.126976990706526,1.0,6.123233995736766e-17
2022-04-01,CASTING_DB109,18074155.9299,19877957.686899997,474346.49700000003,-1134393.3999999997,59722,3238,331,694,340.1067553720032,249.99,5.706790495623147,2.3862939265264895,5.42178761595392,0.5542346204078898,1.1620508355379926,2022,4,2,4,13149375.6084,12049610.4364,12393422.857,12530802.967266666,37.45257925672141,0.8660254037844387,-0.4999999999999998
2022-05-01,CASTING_DB109,19541175.9254,22115087.11539999,554373.21,-1698377.6099999999,66680,4621,306,876,342.2808491998775,299.99,7.679723806366212,2.5067647579554797,6.9301139772045595,0.4589082183563287,1.3137372525494901,2022,5,2,5,18074155.9299,13149375.6084,12049610.4364,14424380.658233335,8.116672231830835,0.49999999999999994,-0.8660254037844387
2022-06-01,CASTING_DB109,19494833.5808,22470489.687799998,960134.6569999999,-1747118.8199999998,68567,4694,300,652,332.64355915938484,279.99,7.775170208901014,4.272869306988401,6.84585879504718,0.43752825703326675,0.9508947452856331,2022,6,2,6,19541175.9254,18074155.9299,13149375.6084,16921569.154566668,-0.2371522818120808,1.2246467991473532e-16,-1.0
2022-07-01,CASTING_DB109,18504102.5766,21237409.556699995,1313882.78,-1217465.9800999998,71089,3527,266,592,291.90326746839935,229.99,5.732648216109355,6.186643321503847,4.961386431093418,0.3741788462350012,0.8327589359816568,2022,7,3,7,19494833.5808,19541175.9254,18074155.9299,19036721.812033337,-5.082018269577571,-0.4999999999999997,-0.8660254037844388
2022-08-01,CASTING_DB109,17427233.4542,20002879.124199994,1004400.1,-1417234.6899999997,62737,3922,490,434,320.473251661508,249.99,7.085153498155138,5.021277655899301,6.251494333487416,0.7810383027559494,0.6917767824409838,2022,8,3,8,18504102.5766,19494833.5808,19541175.9254,19180037.360933334,-5.819623610181413,-0.8660254037844385,-0.5000000000000004
2022-09-01,CASTING_DB109,17752799.9928,19999278.612799995,771499.4000000001,-1292767.6499999997,62838,3488,512,610,320.97287767834564,249.99,6.46407140491857,3.8576361424667733,5.550781374327636,0.8147935962315797,0.9707501830102805,2022,9,3,9,17427233.4542,18504102.5766,19494833.5808,18475389.870533332,1.8681481455769422,-1.0,-1.8369701987210297e-16
2022-10-01,CASTING_DB109,18552288.3121,21120882.691899993,1090132.79,-1285207.1897999996,66029,3598,820,790,317.7507248306129,249.99,6.08500699780358,5.161397872912166,5.44912084084266,1.241878568507777,1.1964439867331023,2022,10,4,10,17752799.9928,17427233.4542,18504102.5766,17894712.00786667,4.503449143933613,-0.8660254037844386,0.5000000000000001
2022-11-01,CASTING_DB109,17898698.881,20697761.950599995,1333908.51,-1257929.1695999997,67937,3459,640,683,297.1033228481032,209.994,6.077609611137373,6.444699253879148,5.09148181403359,0.9420492515124307,1.005343185598422,2022,11,4,11,18552288.3121,17752799.9928,17427233.4542,17910773.9197,-3.5229585704191657,-0.5000000000000004,0.8660254037844384
2022-12-01,CASTING_DB109,36106810.3905,40895822.37039999,1257856.4100000001,-2992055.0499,154499,10152,793,2365,270.86718421858444,199.9,7.316285323230525,3.0757577109157848,6.570916316610463,0.5132719305626574,1.5307542443640412,2022,12,4,12,17898698.881,18552288.3121,17752799.9928,18067929.06196667,101.72868782561872,-2.4492935982947064e-16,1.0
2023-01-01,CASTING_DB109,19500411.6334,23175348.9835,1048956.8599999999,-2233399.7800999996,76598,7420,523,1695,314.1723006374859,229.99,9.63696288539214,4.526175035149714,9.686936995744015,0.6827854513172668,2.2128515104833024,2023,1,1,13,36106810.3905,17898698.881,18552288.3121,24185932.527866673,-45.99242795887969,0.49999999999999994,0.8660254037844387
2023-02-01,CASTING_DB109,15950578.0615,18492765.391799998,1405392.26,-988186.2403,54460,2721,440,482,327.3887068130423,249.9,5.343636927001618,7.599686851719724,4.996327579875138,0.8079324274697026,0.8850532500918105,2023,2,1,14,19500411.6334,36106810.3905,17898698.881,24501973.63496667,-18.2038904543938,0.8660254037844386,0.5000000000000001
2023-03-01,CASTING_DB109,16230110.112,18408999.122199997,800798.9,-1204278.4202,52720,3008,548,500,350.7078478476021,249.99,6.541791936682328,4.350040405153212,5.705614567526555,1.039453717754173,0.9484066767830045,2023,3,1,15,15950578.0615,19500411.6334,36106810.3905,23852600.02846667,1.7524885268873636,1.0,6.123233995736766e-17
2023-04-01,CASTING_DB109,14052845.3296,16246349.239599999,633633.85,-1361267.0199999998,44145,3204,438,573,376.4957463081018,299.99,8.378910239612178,3.9001614495368355,7.2579001019368,0.9921848453958545,1.2979952429493715,2023,4,2,16,16230110.112,15950578.0615,19500411.6334,17227033.26896667,-13.414972340761889,0.8660254037844387,-0.4999999999999998
2023-05-01,CASTING_DB109,10070348.7766,12934138.7866,639146.65,-1896665.88,37085,4406,416,996,366.19892458765565,299.99,14.66402913478074,4.941547794911305,11.880814345422678,1.1217473371983282,2.68572199002292,2023,5,2,17,14052845.3296,16230110.112,15950578.0615,15411177.83436667,-28.339432048053137,0.49999999999999994,-0.8660254037844387
2023-06-01,CASTING_DB109,22370212.9472,26520026.425499994,1920573.6199999996,-1952160.0883,73046,4588,752,878,355.28898062315574,299.9,7.361078970958057,7.2419747596981905,6.280973633053144,1.0294882676669497,1.2019823125154012,2023,6,2,18,10070348.7766,14052845.3296,16230110.112,13451101.406066671,122.13940592783263,1.2246467991473532e-16,-1.0
2023-07-01,CASTING_DB109,23200855.821,28048500.601,2967293.0399999996,-1675895.5899999996,79587,4042,517,822,329.349442111395,249.99,5.974991725369625,10.579150316128514,5.078718886250267,0.6496035784738714,1.0328319951750915,2023,7,3,19,22370212.9472,10070348.7766,14052845.3296,15497802.351133337,3.713164804289293,-0.4999999999999997,-0.8660254037844388
2023-08-01,CASTING_DB109,21944616.2808,25486429.081099994,1492311.5899999999,-1891912.7203,76846,4758,396,599,330.6771128280894,249.99,7.423216152721011,5.8553184726323835,6.19160398719517,0.5153163469796735,0.7794810400020822,2023,8,3,20,23200855.821,22370212.9472,10070348.7766,18547139.1816,-5.414625865063682,-0.8660254037844385,-0.5000000000000004
2023-09-01,CASTING_DB109,18007230.337,20364989.457,788268.4800000001,-1408351.7299999997,57425,3485,434,622,359.9811266709928,299.99,6.915553445159831,3.870704090784839,6.0687853722246405,0.7557683935568132,1.0831519373095342,2023,9,3,21,21944616.2808,23200855.821,22370212.9472,22505228.34966667,-17.942377726809177,-1.0,-1.8369701987210297e-16
2022-01-01,CASTING_DB113,19786798.07,32338646.939999998,5997893.89,-5363209.989999999,107734,16657,279,29719,276.20677678326285,233.1,16.584521918776357,18.547139282383345,15.461228581506303,0.25897116973286055,27.585534742978073,2022,1,1,1,,,,,,0.49999999999999994,0.8660254037844387
2022-02-01,CASTING_DB113,19930847.05,30592224.78,6226831.4799999995,-2757083.12,90264,8226,357,36832,276.5674009557012,229.0,9.012365526950735,20.354294350212992,9.113267747939378,0.3955065142249402,40.80475050961624,2022,2,1,2,19786798.07,,,19786798.07,0.7280055089782467,0.8660254037844386,0.5000000000000001
2022-03-01,CASTING_DB113,23567043.2,35223750.97,7049562.7299999995,-2854811.49,97804,8308,515,37832,295.27233876825767,239.09,8.104791259827602,20.01366275841576,8.494540100609383,0.5265633307431189,38.681444521696456,2022,3,1,3,19930847.05,19786798.07,,19858822.560000002,18.244062286354247,1.0,6.123233995736766e-17
2022-04-01,CASTING_DB113,27045405.27,39680241.12,7334728.18,-3128602.16,102802,8159,813,38271,318.91694072758787,268.2,7.884534145189691,18.484585710602154,7.936616019143597,0.7908406451236357,37.22787494406724,2022,4,2,4,23567043.2,19930847.05,19786798.07,21094896.106666666,14.759433504157204,0.8660254037844387,-0.4999999999999998
2022-05-01,CASTING_DB113,30425506.51,43420287.78,7063018.26,-3840686.92,104499,9512,1164,36723,360.7917181363517,298.0,8.845374170387407,16.266631616507446,9.102479449564111,1.1138862572847585,35.14196308098642,2022,5,2,5,27045405.27,23567043.2,19930847.05,23514431.84,12.497876094869852,0.49999999999999994,-0.8660254037844387
2022-06-01,CASTING_DB113,32235429.5,46441529.440000005,7347860.2,-4158359.33,111187,9715,1208,40986,358.69378516094696,298.0,8.953967236097123,15.821744650966,8.737532265462688,1.0864579492206823,36.862223101621595,2022,6,2,6,30425506.51,27045405.27,23567043.2,27012651.66,5.948702906244563,1.2246467991473532e-16,-1.0
2022-07-01,CASTING_DB113,33995722.92,52467263.179999985,12192631.14,-3280208.88,136691,9266,619,60791,292.644860884311,249.0,6.251915349094069,23.238549909055887,6.778793044165307,0.4528462005545354,44.47330109517086,2022,7,3,7,32235429.5,30425506.51,27045405.27,29902113.76,5.460741325007024,-0.4999999999999997,-0.8660254037844388
2022-08-01,CASTING_DB113,36489554.55,55619218.68999998,10848932.209999999,-5159239.41,146669,14152,710,57497,314.3779737318841,260.1,9.27600123035817,19.50572565657161,9.648937403268585,0.48408320776714914,39.2018763337856,2022,8,3,8,33995722.92,32235429.5,30425506.51,32218886.310000002,7.335721719666233,-0.8660254037844385,-0.5000000000000004
2022-09-01,CASTING_DB113,28007402.68,42151531.07,8767733.5,-3698611.7299999995,107886,9850,580,35967,323.4614461186889,263.5,8.774560819292203,20.800510153331427,9.130007600615464,0.5376045084626365,33.33796785495801,2022,9,3,9,36489554.55,33995722.92,32235429.5,34240235.656666666,-23.245424545748527,-1.0,-1.8369701987210297e-16
2022-10-01,CASTING_DB113,25881990.62,36629864.99999999,5681301.3100000005,-3299754.62,94538,8406,539,35497,338.87734999361305,285.0,9.008372321328514,15.510025248523307,8.89166261185978,0.5701411072796124,37.54786435084305,2022,10,4,10,28007402.68,36489554.55,33995722.92,32830893.383333337,-7.588751032303865,-0.8660254037844386,0.5000000000000001
2022-11-01,CASTING_DB113,28500248.99,40651716.97,6711813.1,-2886556.6,104081,7435,568,50690,324.7907694775293,268.79,7.100700327443022,16.510527968482016,7.143474793670314,0.5457288073711821,48.70245289726271,2022,11,4,11,25881990.62,28007402.68,36489554.55,30126315.95,10.116139861270067,-0.5000000000000004,0.8660254037844384
2022-12-01,CASTING_DB113,70868098.17,97191204.28,10169241.629999999,-10400487.99,268600,26533,564,96141,335.75539527447154,288.54,10.701058873637407,10.463129565411327,9.878257632166791,0.20997766195085626,35.7933730454207,2022,12,4,12,28500248.99,25881990.62,28007402.68,27463214.096666664,148.65782118207386,-2.4492935982947064e-16,1.0
2023-01-01,CASTING_DB113,27102870.48,42979289.04000001,6684723.260000001,-6781399.290000001,119315,17394,543,42976,332.5149384218325,279.0,15.778295643021648,15.553359325647886,14.578217323890541,0.45509785022838706,36.018941457486484,2023,1,1,13,70868098.17,28500248.99,25881990.62,41750112.593333334,-61.75589414720144,0.49999999999999994,0.8660254037844387
2023-02-01,CASTING_DB113,24407577.26,38730703.72,8947997.18,-3037063.07,96989,8247,458,43314,309.29114353010124,260.1,7.84148692973968,23.103110247334282,8.503026116363712,0.4722184990050418,44.658672632979,2023,2,1,14,27102870.48,70868098.17,28500248.99,42157072.54666667,-9.944678081197832,0.8660254037844386,0.5000000000000001
2023-03-01,CASTING_DB113,27430676.93,41031672.01,7913858.739999999,-3342547.0599999996,94128,8214,1055,40064,358.2322385714119,289.0,8.14626091567844,19.287195359894866,8.726415094339622,1.120814210436852,42.563318035016145,2023,3,1,15,24407577.26,27102870.48,70868098.17,40792848.63666666,12.385906383893165,1.0,6.123233995736766e-17
2023-04-01,CASTING_DB113,29426189.13,43102050.160000004,8039045.319999998,-3144798.63,91346,7277,1594,38553,387.4961365772411,298.0,7.296169482254622,18.651190117774195,7.966413417117334,1.7450134652858365,42.20546055656515,2023,4,2,16,27430676.93,24407577.26,27102870.48,26313708.223333333,7.274746463940063,0.8660254037844387,-0.4999999999999998
